burg_candidate_rank,cell_id,x,y,lat,lon,settlement_desirability,population_estimate,local_population_radius_sum,connectivity_score,strategic_score,burg_candidate_score,coastal_flag,water_flag
1302,693,4392.46,356.67,19.038502,114.371253,0.50763,195.12,1131.2,0.6962,49.2132,49.6034,True,True
1303,3091,1421.4,2097.9,-8.526928,67.336444,0.56191,90.92,4261.91,0.4701,49.4207,49.6025,False,False
1304,3400,1325.02,2250.13,-10.936927,65.810703,0.56177,90.89,4391.83,0.4698,49.4197,49.6015,False,False
1305,236,621.71,139.74,22.47265,54.676537,0.50422,157.68,4902.65,0.6888,49.2786,49.5939,True,False
1306,3197,2801.7,2123.28,-8.928704,89.187891,0.50504,174.31,3611.6,0.6916,49.2364,49.585,True,False
1307,785,797.53,424.53,17.964106,57.460029,0.5008,186.38,5916.99,0.692,49.2096,49.5824,True,True
1308,247,973.79,142.14,22.434653,60.25036,0.56304,91.1,2651.7,0.4726,49.3581,49.5403,False,False
1309,3005,145.5,2074.25,-8.152443,47.137673,0.49978,196.41,5856.08,0.6928,49.144,49.5368,True,True
1310,839,345.78,466.8,17.294997,50.308327,0.49775,175.79,7901.9,0.6883,49.1566,49.5082,True,False
1311,1323,460.58,688.88,13.779235,52.125736,0.49905,161.42,7441.66,0.6866,49.1656,49.4885,True,False
1312,3516,1195.75,2315.15,-11.966206,63.764224,0.56054,90.69,4119.14,0.4691,49.2874,49.4688,False,False
1313,4037,500.56,2571.65,-16.026909,52.758641,0.56069,90.72,3995.68,0.4692,49.2857,49.4672,False,False
1314,2890,2687.03,1967.46,-6.46198,87.372548,0.50434,186.63,2452.91,0.6939,49.0924,49.4656,True,True
1315,2563,2290.82,1748.94,-3.002606,81.100149,0.50456,146.4,4136.5,0.6865,49.172,49.4648,False,False
1316,764,114.3,435.5,17.790483,46.643704,0.50156,160.77,5471.35,0.6879,49.1386,49.4601,True,False
1317,2139,2786.63,1300.12,4.102714,88.949319,0.50477,200.65,1549.91,0.6959,49.0515,49.4528,True,True
1318,3025,1522.71,2061.03,-7.943162,68.940226,0.56043,90.68,3931.28,0.4692,49.2585,49.4398,False,False
1319,1868,2723.16,992.19,8.97757,87.944512,0.50409,190.48,2109.15,0.6946,49.0456,49.4266,True,True
1320,1445,715.29,746.85,12.861556,56.157968,0.50205,155.35,4949.7,0.6873,49.1019,49.4126,True,False
1321,4091,2205.76,2578.22,-16.130852,79.753674,0.50299,175.22,3441.4,0.6908,49.0536,49.4041,True,False
1322,340,399.99,211.67,21.333903,51.166473,0.52091,96.33,5845.41,0.6121,49.2111,49.4038,False,False
1323,1419,2164.77,712.25,13.409259,79.104721,0.55653,90.04,6218.28,0.4662,49.194,49.3741,False,False
1324,836,259.01,481.17,17.067494,48.934727,0.4954,189.08,7747.56,0.6895,48.9904,49.3686,True,True
1325,931,1139.13,493.5,16.87227,62.867916,0.55576,89.92,5349.15,0.4738,49.1719,49.3517,False,False
1326,1880,319.08,1040.66,8.210168,49.88563,0.50115,178.86,3999.16,0.691,48.9912,49.349,True,False
1327,4367,176.45,2694.88,-17.977647,47.627651,0.55474,89.76,5259.61,0.477,49.1455,49.325,False,False
1328,987,501.24,525.61,16.363908,52.769477,0.49816,160.15,6520.52,0.6862,48.9867,49.307,True,False
1329,389,182.52,234.16,20.977904,47.723791,0.49836,154.86,6468.32,0.6852,48.976,49.2857,True,False
1330,4252,2236.39,2652.22,-17.30237,80.23846,0.50224,176.87,2818.81,0.6906,48.9238,49.2776,True,False
1331,3134,144.34,2124.99,-8.955797,47.11936,0.49708,186.45,5856.08,0.6901,48.9003,49.2733,True,True
1332,215,1706.17,116.75,22.836657,71.84463,0.5036,172.6,1890.76,0.6907,48.9143,49.2595,True,False
1333,4371,300.03,2691.62,-17.926098,49.583996,0.55916,90.47,3229.25,0.4681,49.0657,49.2466,False,False
1334,832,112.09,460.83,17.38942,46.608767,0.49911,160.67,5325.79,0.6866,48.9217,49.2431,True,False
1335,583,794.22,341.33,19.281332,57.407596,0.49911,164.72,5116.96,0.6873,48.9089,49.2384,True,False
1336,2914,1682.71,1999.38,-6.967195,71.473201,0.55842,90.35,3538.55,0.468,49.0475,49.2282,False,False
1337,2989,2386.21,2020.5,-7.301562,82.610278,0.50188,150.93,3780.64,0.6859,48.9257,49.2276,True,False
1338,394,330.86,237.99,20.917344,50.072062,0.52095,91.02,6090.01,0.6011,49.0442,49.2262,False,False
1339,1267,769.17,645.74,14.462232,57.011068,0.49742,177.31,5556.24,0.6883,48.858,49.2127,True,False
1340,3744,2151.56,2418.18,-13.59729,78.895536,0.50381,148.83,2400.49,0.6864,48.9124,49.21,True,False
1341,507,237.3,298.05,19.966495,48.591056,0.4969,150.34,7060.14,0.6833,48.9073,49.208,True,False
1342,2090,2807.23,1231.19,5.194016,89.275413,0.50101,201.43,2075.2,0.6934,48.7979,49.2008,True,True
1343,2035,1780.01,1171.68,6.135966,73.013553,0.55741,90.19,4125.49,0.4667,49.0189,49.1993,False,False
1344,1178,2381.58,591.6,15.319244,82.537031,0.4958,176.48,6409.21,0.6874,48.8244,49.1773,True,False
1345,986,425.68,525.16,16.371152,51.573254,0.49631,145.71,7423.34,0.682,48.8833,49.1747,False,False
1346,3629,625.36,2380.4,-12.999236,54.734365,0.49681,137.97,7700.12,0.6781,48.8825,49.1584,False,False
1347,2640,2224.74,1806.2,-3.909066,80.054055,0.49969,149.8,4703.79,0.6846,48.8542,49.1538,True,False
1348,1637,2186.01,847.48,11.26845,79.44095,0.55257,89.4,7086.72,0.4637,48.9652,49.144,False,False
1349,4177,2632.72,2606.94,-16.585483,86.51282,0.50075,157.07,3508.96,0.6863,48.8203,49.1344,True,False
1350,1604,408.94,837.54,11.425756,51.308274,0.49576,150.43,6713.09,0.6828,48.7746,49.0754,True,False
1351,1197,552.82,629.72,14.71586,53.585914,0.49602,153.92,6149.74,0.6837,48.7433,49.0512,True,False
1352,3639,948.36,2379.12,-12.978959,59.847736,0.5546,89.73,3972.14,0.465,48.768,48.9475,False,False
1353,4340,2247.83,2675.21,-17.666309,80.419712,0.49837,171.68,2764.11,0.6876,48.5845,48.9279,True,False
1354,3068,166.74,2090.08,-8.403062,47.473917,0.49297,183.51,5856.08,0.6874,48.5555,48.9225,True,True
1355,514,459.19,302.0,19.903856,52.103768,0.52168,84.41,6403.22,0.5784,48.7252,48.894,False,False
1356,1839,349.0,991.27,8.992045,50.359308,0.49431,175.34,4886.09,0.6865,48.5224,48.873,True,False
1357,1984,2772.65,1109.31,7.12343,88.728103,0.49725,193.27,2202.51,0.6901,48.4833,48.8698,True,True
1358,2814,1678.23,1940.6,-6.036657,71.402353,0.55329,89.52,4003.56,0.4647,48.6723,48.8513,False,False
1359,2188,2797.0,1362.0,3.123093,89.113539,0.49724,205.36,1564.68,0.6917,48.4366,48.8473,True,True
1360,4360,3124.89,2670.16,-17.586317,94.304379,0.49813,160.03,2724.05,0.6851,48.5181,48.8381,True,False
1361,3258,527.1,2185.5,-9.913746,53.178875,0.4909,143.94,8283.65,0.6784,48.5311,48.819,False,False
1362,3263,680.41,2198.29,-10.116177,55.605811,0.49184,174.75,6218.57,0.6846,48.4664,48.8159,True,False
1363,3063,2782.4,2078.41,-8.218441,88.882382,0.49534,172.85,3670.29,0.6861,48.4463,48.792,True,False
1364,3135,172.28,2118.39,-8.851321,47.561714,0.4913,181.05,5856.08,0.6857,48.4047,48.7668,True,True
1365,1553,561.39,812.23,11.826491,53.721637,0.49272,140.08,6700.38,0.6789,48.4846,48.7647,False,False
1366,1527,2026.87,781.5,12.313011,76.921569,0.5526,89.41,3698.18,0.4642,48.5776,48.7564,False,False
1367,1127,606.08,613.7,14.969419,54.429193,0.48959,160.4,7482.77,0.6813,48.394,48.7148,True,False
1368,558,4427.73,292.53,20.053795,114.92964,0.49582,204.77,1142.47,0.6908,48.2674,48.6769,True,True
1369,767,198.88,433.64,17.81995,47.982728,0.49031,152.86,6769.39,0.6802,48.3429,48.6487,True,False
1370,2622,1646.19,1806.7,-3.91699,70.895058,0.55054,89.08,4193.33,0.4628,48.4633,48.6415,False,False
1371,2764,1651.65,1901.18,-5.412696,70.981457,0.5502,89.02,4193.43,0.4627,48.4358,48.6139,False,False
1372,922,781.77,492.44,16.889021,57.210517,0.49099,160.89,5596.92,0.682,48.2859,48.6077,True,False
1373,1803,1488.31,978.88,9.188274,68.395768,0.5219,84.44,5622.64,0.5663,48.4315,48.6004,False,False
1374,523,746.2,298.44,19.96029,56.647312,0.49153,146.21,5593.74,0.6792,48.2744,48.5668,True,False
1375,988,530.2,519.28,16.464103,53.227831,0.48925,141.17,6661.8,0.6771,48.1984,48.4807,False,False
1376,2505,1650.18,1710.75,-2.398005,70.958197,0.54849,88.74,4176.04,0.4612,48.2834,48.4609,False,False
1377,562,108.84,340.51,19.294353,46.557325,0.48833,155.74,6442.56,0.6793,48.146,48.4575,True,False
1378,3342,1418.33,2222.42,-10.498137,67.287773,0.5491,88.84,3569.65,0.4621,48.2719,48.4495,False,False
1379,3229,1619.18,2159.59,-9.503595,70.467503,0.55016,89.01,2725.23,0.463,48.2667,48.4447,False,False
1380,1256,370.42,652.55,14.354412,50.698347,0.48691,141.56,7879.88,0.6758,48.1484,48.4315,False,False
1381,1798,349.2,976.62,9.224069,50.36253,0.48813,175.25,5330.35,0.6829,48.0643,48.4148,True,False
1382,54,14.08,50.32,23.888261,45.05726,0.49489,135.45,1983.26,0.681,48.1228,48.3937,False,False
1383,648,752.54,364.93,18.907662,56.747697,0.48971,152.93,4938.27,0.6804,48.0878,48.3937,True,False
1384,2159,2037.19,1326.69,3.682082,77.085055,0.52361,84.72,4749.49,0.5521,48.1969,48.3664,False,False
1385,1393,1320.14,711.64,13.419003,65.733354,0.51092,94.0,4074.6,0.6049,48.1534,48.3414,False,False
1386,930,1101.62,490.4,16.921297,62.274062,0.54201,87.7,5912.58,0.4663,48.1136,48.289,False,False
1387,387,108.54,234.67,20.969839,46.552646,0.48947,133.71,6292.25,0.6682,48.0096,48.2771,False,False
1388,4095,2514.51,2579.28,-16.147703,84.641399,0.49496,116.94,4847.57,0.6558,48.0113,48.2452,False,False
1389,3003,77.28,2059.66,-7.921529,46.057741,0.48576,189.26,4719.35,0.6839,47.8391,48.2176,True,True
1390,1613,1423.14,843.75,11.327567,67.364063,0.54299,87.85,4950.12,0.4641,48.0322,48.2079,False,False
1391,1942,2000.34,1069.13,7.759453,76.501556,0.48855,134.04,6107.95,0.6691,47.9375,48.2056,False,False
1392,3223,1426.08,2165.87,-9.602958,67.410512,0.54554,88.27,3992.89,0.4597,48.0243,48.2008,False,False
1393,2861,1640.69,1963.36,-6.396964,70.807952,0.54547,88.25,3836.31,0.4597,47.9996,48.1761,False,False
1394,1584,2158.69,817.4,11.744619,79.008532,0.54211,87.71,6277.26,0.4572,47.9996,48.1751,False,False
1395,444,59.54,287.69,20.130484,45.776937,0.48539,168.81,5445.81,0.6801,47.8313,48.1689,True,False
1396,162,13.81,119.64,22.790935,45.05298,0.48912,155.71,3272.19,0.68,47.8412,48.1526,True,False
1397,1653,335.45,890.06,10.594311,50.144837,0.48299,164.87,7186.38,0.6778,47.8205,48.1503,True,False
1398,632,256.41,362.54,18.945455,48.893572,0.48289,157.18,7344.44,0.6768,47.8136,48.128,True,False
1399,1382,397.13,712.33,13.408064,51.121254,0.48103,154.68,8533.25,0.675,47.7888,48.0981,True,False
1400,784,780.04,432.66,17.835412,57.183066,0.48449,166.76,5456.95,0.6799,47.7642,48.0977,True,False
1401,3812,39.71,2462.45,-14.298113,45.462984,0.4849,163.25,5362.67,0.6788,47.7622,48.0887,True,False
1402,1324,502.77,675.78,13.986593,52.79356,0.48234,162.43,7062.97,0.6776,47.7567,48.0815,True,False
1403,399,497.14,237.01,20.932746,52.704486,0.48667,133.1,6416.65,0.6672,47.8047,48.0709,False,False
1404,4444,2675.88,2685.9,-17.835568,87.196128,0.48596,190.19,3317.11,0.6837,47.6858,48.0662,True,True
1405,2162,2126.46,1332.38,3.592081,78.498175,0.4895,148.5,2646.07,0.6782,47.7632,48.0602,True,False
1406,3262,654.45,2192.22,-10.020128,55.194886,0.48348,150.17,6725.01,0.6753,47.7572,48.0576,True,False
1407,841,401.05,467.47,17.284432,51.183276,0.50442,88.54,7700.02,0.5913,47.8664,48.0434,False,False
1408,3945,2174.87,2517.45,-15.16884,79.264597,0.4881,166.83,2585.44,0.6811,47.7069,48.0405,True,False
1409,2043,2790.75,1152.0,6.447598,89.014595,0.48609,200.76,2426.12,0.6846,47.6065,48.008,True,True
1410,3379,656.27,2254.18,-11.000913,55.223646,0.48036,152.88,8239.27,0.6746,47.697,48.0028,True,False
1411,1501,692.67,780.24,12.332867,55.799963,0.48705,131.62,4699.37,0.6731,47.7353,47.9986,False,False
1412,2014,2790.43,1149.29,6.490568,89.009507,0.48592,200.69,2426.12,0.6845,47.5923,47.9936,True,True
1413,916,595.44,489.47,16.936075,54.260688,0.48353,161.2,5329.68,0.6779,47.6426,47.965,True,False
1414,1016,1492.12,531.5,16.270752,68.45594,0.54459,88.11,2361.08,0.4607,47.7814,47.9576,False,False
1415,1242,2361.58,621.33,14.84867,82.220443,0.48104,135.36,8016.58,0.671,47.6557,47.9264,False,False
1416,1269,813.52,655.97,14.300228,57.713159,0.48473,145.56,4572.49,0.6755,47.5968,47.8879,True,False
1417,4179,2707.93,2621.06,-16.809128,87.703403,0.48348,163.2,4503.58,0.678,47.5445,47.8709,True,False
1418,615,1847.65,334.88,19.383404,74.08445,0.48298,186.17,3853.97,0.6816,47.4971,47.8694,True,True
1419,984,364.53,525.68,16.362803,50.605194,0.4801,143.72,7655.25,0.6725,47.5727,47.8601,True,False
1420,705,395.19,404.66,18.278649,51.090603,0.48309,130.97,7530.99,0.6621,47.5855,47.8475,False,False
1421,108,18.69,83.09,23.369475,45.130256,0.48903,134.76,2427.98,0.6708,47.5711,47.8407,False,False
1422,303,978.11,172.84,21.948645,60.318718,0.54235,87.75,2879.45,0.4595,47.6594,47.8349,False,False
1423,1069,907.06,556.15,15.880415,59.193899,0.48582,122.51,4868.44,0.6684,47.5833,47.8283,False,False
1424,704,366.88,405.11,18.271553,50.642394,0.48114,133.32,7448.05,0.668,47.5429,47.8095,False,False
1425,2957,1297.62,2032.68,-7.494464,65.376906,0.53985,87.34,4753.19,0.4559,47.6343,47.8089,False,False
1426,1258,428.56,657.08,14.282611,51.618768,0.4792,137.57,7910.85,0.6709,47.5085,47.7837,False,False
1427,3034,1803.21,2057.42,-7.88615,73.380905,0.54183,87.67,2833.04,0.4578,47.5847,47.7601,False,False
1428,1641,2644.91,836.09,11.44883,86.705873,0.48308,191.64,2468.75,0.6828,47.3619,47.7451,True,True
1429,1063,720.9,553.4,15.923995,56.246882,0.48089,142.48,5789.34,0.6731,47.4205,47.7055,True,False
1430,327,1736.0,176.9,21.884442,72.316951,0.48601,151.06,1979.32,0.6766,47.4031,47.7052,True,False
1431,1318,298.58,698.89,13.620802,49.561185,0.47671,148.48,8475.96,0.6715,47.4076,47.7046,True,False
1432,3004,97.42,2064.9,-8.004454,46.376498,0.47951,174.92,5289.13,0.6781,47.3536,47.7035,True,False
1433,1719,1716.82,918.21,10.148724,72.0132,0.54052,87.45,3167.93,0.4562,47.5021,47.677,False,False
1434,230,430.56,142.74,22.42516,51.650555,0.50539,86.25,4691.66,0.5862,47.4912,47.6637,False,False
1435,822,2101.95,418.47,18.060045,78.110201,0.47627,176.21,7054.4,0.6764,47.2964,47.6488,True,True
1436,752,1991.51,410.51,18.186101,76.361812,0.47785,169.99,5891.78,0.6761,47.2677,47.6077,True,False
1437,1444,688.19,757.47,12.693367,55.729028,0.48056,139.22,5364.16,0.6718,47.3241,47.6026,False,False
1438,894,2151.81,476.71,17.13812,78.899627,0.47592,159.74,7496.38,0.6731,47.2637,47.5832,True,False
1439,2599,2191.16,1776.48,-3.438504,79.522537,0.48179,141.51,3917.94,0.6727,47.2574,47.5404,False,False
1440,858,1007.44,459.71,17.407209,60.782978,0.48078,131.76,5994.96,0.6641,47.276,47.5395,False,False
1441,2943,53.19,2045.93,-7.704134,45.676294,0.47862,183.02,4101.66,0.679,47.1656,47.5316,True,True
1442,4370,269.1,2692.52,-17.9404,49.094441,0.53816,87.07,3416.56,0.4548,47.337,47.5112,False,False
1443,1192,393.85,620.99,14.853942,51.069372,0.47656,135.52,7345.45,0.669,47.2173,47.4884,False,False
1444,2103,1741.38,1263.13,4.688305,72.402049,0.53698,86.88,3857.57,0.4537,47.2839,47.4576,False,False
1445,1812,1771.25,972.48,9.289533,72.874895,0.53704,86.89,3681.62,0.4541,47.2733,47.4471,False,False
1446,1819,2002.85,978.24,9.198387,76.541394,0.53234,86.13,7022.36,0.4507,47.2665,47.4388,False,False
1447,2092,41.28,1271.79,4.55126,45.487807,0.47886,186.15,2847.13,0.679,47.0341,47.4064,True,True
1448,3168,1681.02,2131.85,-9.064393,71.446419,0.53754,86.97,2696.62,0.4551,47.2115,47.3854,False,False
1449,3137,229.27,2118.4,-8.851473,48.463848,0.47722,164.74,4555.6,0.6749,47.0429,47.3724,True,False
1450,4169,2212.94,2609.2,-16.621252,79.867305,0.47907,164.65,3051.91,0.6756,47.0131,47.3423,True,False
1451,4373,367.01,2688.01,-17.868883,50.644492,0.53662,86.82,2992.97,0.454,47.1602,47.3338,False,False
1452,2762,1584.04,1905.7,-5.484264,69.911163,0.53461,86.5,4371.16,0.4527,47.1548,47.3278,False,False
1453,718,919.54,388.8,18.529831,59.391492,0.47725,156.29,4499.54,0.6732,47.0092,47.3217,True,False
1454,649,783.7,360.01,18.985574,57.241006,0.47546,152.37,5699.67,0.6725,47.0095,47.3142,True,False
1455,2877,2156.08,1974.98,-6.580999,78.967177,0.4787,152.18,3555.31,0.6728,46.9941,47.2985,True,False
1456,3370,2896.72,2220.18,-10.462734,90.692204,0.47776,188.98,2510.78,0.6787,46.9104,47.2884,True,True
1457,3088,1333.18,2088.54,-8.378746,65.939917,0.53232,86.13,5317.88,0.451,47.071,47.2432,False,False
1458,967,2279.44,510.62,16.601249,80.920086,0.47091,176.19,7358.93,0.6733,46.8899,47.2423,True,True
1459,1976,1906.66,1108.9,7.129941,75.01866,0.47895,132.25,4384.47,0.6653,46.9766,47.2411,False,False
1460,452,330.82,274.7,20.336154,50.071424,0.48756,102.65,6385.66,0.6207,47.0287,47.234,False,False
1461,408,789.97,237.46,20.925666,57.340356,0.477,134.78,4907.8,0.669,46.9636,47.2332,False,False
1462,1128,621.5,607.6,15.065955,54.673249,0.47068,175.48,7319.51,0.6734,46.8716,47.2225,True,True
1463,3310,2884.24,2208.9,-10.284155,90.494712,0.47692,183.69,2665.47,0.6778,46.8528,47.2202,True,True
1464,2141,36.23,1325.31,3.703869,45.407802,0.4787,173.19,1789.45,0.6775,46.8725,47.2188,True,False
1465,1487,225.62,787.06,12.225004,48.406035,0.47261,154.63,6769.1,0.6705,46.8936,47.2028,True,False
1466,451,304.93,272.43,20.372078,49.661665,0.47867,117.95,5736.04,0.6568,46.9619,47.1978,False,False
1467,404,657.17,243.78,20.82565,55.23793,0.47578,132.23,5518.17,0.666,46.8941,47.1586,False,False
1468,1262,565.27,654.89,14.317407,53.78306,0.47344,132.37,6838.29,0.6666,46.8909,47.1557,False,False
1469,1190,336.22,626.39,14.768525,50.156968,0.47245,130.64,8172.76,0.662,46.8943,47.1556,False,False
1470,769,297.74,422.98,17.988711,49.547873,0.47285,142.76,6744.96,0.6682,46.8674,47.1529,True,False
1471,3891,458.57,2512.01,-15.082664,52.093861,0.53079,85.88,5662.58,0.4496,46.9762,47.1479,False,False
1472,1367,2449.69,678.73,13.939904,83.615233,0.47532,154.09,4348.98,0.6712,46.8166,47.1248,True,False
1473,573,495.14,330.24,19.456841,52.67284,0.49491,86.26,6617.51,0.5837,46.9195,47.092,False,False
1474,1545,276.79,827.66,11.582163,49.21623,0.4699,166.92,7089.03,0.6709,46.7435,47.0773,True,False
1475,2390,2283.1,1581.36,-0.349627,80.977931,0.47756,158.41,2109.97,0.6735,46.7548,47.0717,True,False
1476,3160,1425.1,2127.76,-8.999656,67.395075,0.53188,86.06,4111.41,0.451,46.8972,47.0693,False,False
1477,2713,1612.31,1878.28,-5.050101,70.358719,0.53108,85.93,4589.75,0.4506,46.8887,47.0606,False,False
1478,560,49.72,330.27,19.456357,45.621412,0.47438,157.53,4158.35,0.6723,46.7456,47.0606,True,False
1479,1200,645.33,625.69,14.779628,55.050514,0.4698,171.45,6734.26,0.6721,46.7149,47.0578,True,False
1480,4350,2615.54,2667.7,-17.547401,86.240778,0.47773,124.87,3606.3,0.6648,46.7878,47.0376,False,False
1481,1260,504.8,650.31,14.389883,52.825709,0.47255,131.81,6566.66,0.6651,46.7684,47.032,False,False
1482,3824,501.96,2478.22,-14.547723,52.780835,0.52902,85.59,5839.38,0.4485,46.8489,47.0201,False,False
1483,846,556.34,461.46,17.379564,53.641684,0.47373,132.64,5395.77,0.6672,46.7535,47.0188,False,False
1484,1605,435.01,844.85,11.310004,51.720963,0.47255,129.7,7175.92,0.66,46.7475,47.0069,False,False
1485,3018,1296.53,2065.1,-8.007677,65.359642,0.53021,85.79,4787.27,0.4497,46.8337,47.0053,False,False
1486,3280,1428.19,2198.68,-10.122435,67.443919,0.53126,85.96,3956.84,0.4507,46.8285,47.0004,False,False
1487,895,2182.04,480.92,17.071402,79.378152,0.46836,168.22,7207.29,0.67,46.6297,46.9661,True,False
1488,2644,2347.52,1811.53,-3.993387,81.997782,0.47716,125.6,3840.95,0.6615,46.7137,46.9649,False,False
1489,163,49.34,107.29,22.986383,45.615363,0.47543,134.51,3339.43,0.6682,46.6521,46.9211,False,False
1490,690,2127.83,381.55,18.644519,78.519847,0.46855,160.56,6939.94,0.669,46.5948,46.9159,True,False
1491,2580,1586.38,1773.45,-3.390641,69.948196,0.52852,85.51,5139.14,0.4485,46.7318,46.9028,False,False
1492,2958,1326.68,2031.73,-7.479466,65.836941,0.5289,85.57,4722.73,0.449,46.7179,46.889,False,False
1493,2752,1269.51,1904.86,-5.470904,64.931943,0.52722,85.3,5694.08,0.4481,46.6956,46.8662,False,False
1494,1388,630.7,722.69,13.243957,54.818948,0.46743,133.64,8495.08,0.6633,46.5938,46.8611,False,False
1495,1320,374.15,680.32,13.914826,50.757443,0.46772,130.64,8349.22,0.6626,46.5854,46.8467,False,False
1496,1377,246.82,715.49,13.358003,48.741636,0.46603,164.15,7765.96,0.6688,46.5066,46.8349,True,False
1497,4355,2768.51,2666.54,-17.52901,88.662484,0.49629,85.11,3980.45,0.5807,46.654,46.8242,False,False
1498,1008,1229.11,526.27,16.353438,64.292297,0.49291,88.6,4819.8,0.5884,46.6467,46.8239,False,False
1499,3446,878.06,2289.94,-11.5671,58.734886,0.52546,85.02,5418.97,0.4543,46.6482,46.8183,False,False
1500,3026,1550.55,2058.87,-7.909113,69.381078,0.52922,85.63,3787.46,0.4492,46.6355,46.8068,False,False
1501,1053,240.23,554.33,15.909329,48.637445,0.46768,160.94,6437.17,0.6694,46.4793,46.8012,True,False
1502,503,68.79,310.48,19.769671,45.923299,0.46838,167.3,5697.51,0.6706,46.4639,46.7985,True,False
1503,293,656.37,177.03,21.882332,55.225235,0.47051,138.2,5137.87,0.666,46.4681,46.7445,False,False
1504,2691,2384.6,1840.06,-4.444987,82.584906,0.47388,122.89,3837.37,0.661,46.4691,46.7148,False,False
1505,905,250.62,505.36,16.684535,48.80191,0.46536,158.34,7396.07,0.6678,46.3968,46.7135,True,False
1506,2359,2277.57,1568.32,-0.14321,80.89051,0.47248,162.18,2323.58,0.6714,46.3771,46.7015,True,False
1507,289,522.97,178.59,21.857632,53.113344,0.48999,88.37,5544.85,0.5873,46.5022,46.6789,False,False
1508,4293,747.79,2673.09,-17.632775,56.672522,0.52947,85.67,2356.02,0.45,46.4985,46.6699,False,False
